,soil_type,Seedling Stage,MOI,temp,humidity,result
8912,Loam Soil,Seedling Stage,96,40,35.0,0
8913,Loam Soil,Seedling Stage,97,41,32.0,0
8914,Loam Soil,Seedling Stage,98,42,29.0,0
8915,Loam Soil,Seedling Stage,99,43,26.0,0
8916,Loam Soil,Seedling Stage,100,44,23.0,0
8917,Loam Soil,Vegetative Growth / Root or Tuber Development,1,45,20.0,1
8918,Loam Soil,Vegetative Growth / Root or Tuber Development,2,46,17.0,1
8919,Loam Soil,Vegetative Growth / Root or Tuber Development,3,25,78.0,1
8920,Loam Soil,Vegetative Growth / Root or Tuber Development,4,26,75.0,1
8921,Loam Soil,Vegetative Growth / Root or Tuber Development,5,27,72.0,1
8922,Loam Soil,Vegetative Growth / Root or Tuber Development,6,28,69.0,1
8923,Loam Soil,Vegetative Growth / Root or Tuber Development,7,29,66.0,1
8924,Loam Soil,Vegetative Growth / Root or Tuber Development,8,30,63.0,1
8925,Loam Soil,Vegetative Growth / Root or Tuber Development,9,31,60.0,1
8926,Loam Soil,Vegetative Growth / Root or Tuber Development,10,32,57.0,1
8927,Loam Soil,Vegetative Growth / Root or Tuber Development,11,33,54.0,1
8928,Loam Soil,Vegetative Growth / Root or Tuber Development,12,34,51.0,1
8929,Loam Soil,Vegetative Growth / Root or Tuber Development,13,35,48.0,1
8930,Loam Soil,Vegetative Growth / Root or Tuber Development,14,36,45.0,1
8931,Loam Soil,Vegetative Growth / Root or Tuber Development,15,37,42.0,1
8932,Loam Soil,Vegetative Growth / Root or Tuber Development,16,38,39.0,1
8933,Loam Soil,Vegetative Growth / Root or Tuber Development,17,39,36.0,1
8934,Loam Soil,Vegetative Growth / Root or Tuber Development,18,40,33.0,1
8935,Loam Soil,Vegetative Growth / Root or Tuber Development,19,41,30.0,1
8936,Loam Soil,Vegetative Growth / Root or Tuber Development,20,42,27.0,1
8937,Loam Soil,Vegetative Growth / Root or Tuber Development,21,43,24.0,1
8938,Loam Soil,Vegetative Growth / Root or Tuber Development,22,44,21.0,1
8939,Loam Soil,Vegetative Growth / Root or Tuber Development,23,45,18.0,1
8940,Loam Soil,Vegetative Growth / Root or Tuber Development,24,46,15.0,1
8941,Loam Soil,Vegetative Growth / Root or Tuber Development,25,25,76.0,1
8942,Loam Soil,Vegetative Growth / Root or Tuber Development,26,26,73.0,1
8943,Loam Soil,Vegetative Growth / Root or Tuber Development,27,27,70.0,1
8944,Loam Soil,Vegetative Growth / Root or Tuber Development,28,28,67.0,1
8945,Loam Soil,Vegetative Growth / Root or Tuber Development,29,29,64.0,1
8946,Loam Soil,Vegetative Growth / Root or Tuber Development,30,30,61.0,1
8947,Loam Soil,Vegetative Growth / Root or Tuber Development,31,31,58.0,1
8948,Loam Soil,Vegetative Growth / Root or Tuber Development,32,32,55.0,1
8949,Loam Soil,Vegetative Growth / Root or Tuber Development,33,33,52.0,1
8950,Loam Soil,Vegetative Growth / Root or Tuber Development,34,34,49.0,1
8951,Loam Soil,Vegetative Growth / Root or Tuber Development,35,35,46.0,1
8952,Loam Soil,Vegetative Growth / Root or Tuber Development,36,36,43.0,1
8953,Loam Soil,Vegetative Growth / Root or Tuber Development,37,37,40.0,1
8954,Loam Soil,Vegetative Growth / Root or Tuber Development,38,38,37.0,1
8955,Loam Soil,Vegetative Growth / Root or Tuber Development,39,39,34.0,1
8956,Loam Soil,Vegetative Growth / Root or Tuber Development,40,40,31.0,1
8957,Loam Soil,Vegetative Growth / Root or Tuber Development,41,25,80.0,1
8958,Loam Soil,Vegetative Growth / Root or Tuber Development,42,26,77.0,1
8959,Loam Soil,Vegetative Growth / Root or Tuber Development,43,27,74.0,1
8960,Loam Soil,Vegetative Growth / Root or Tuber Development,44,28,71.0,1
8961,Loam Soil,Vegetative Growth / Root or Tuber Development,45,29,68.0,1
8962,Loam Soil,Vegetative Growth / Root or Tuber Development,46,30,65.0,1
8963,Loam Soil,Vegetative Growth / Root or Tuber Development,47,31,62.0,1
8964,Loam Soil,Vegetative Growth / Root or Tuber Development,48,32,59.0,1
8965,Loam Soil,Vegetative Growth / Root or Tuber Development,49,33,56.0,1
8966,Loam Soil,Vegetative Growth / Root or Tuber Development,50,34,53.0,1
8967,Loam Soil,Vegetative Growth / Root or Tuber Development,51,35,50.0,1
8968,Loam Soil,Vegetative Growth / Root or Tuber Development,52,36,47.0,1
8969,Loam Soil,Vegetative Growth / Root or Tuber Development,53,37,44.0,1
8970,Loam Soil,Vegetative Growth / Root or Tuber Development,54,38,41.0,1
8971,Loam Soil,Vegetative Growth / Root or Tuber Development,55,39,38.0,1
8972,Loam Soil,Vegetative Growth / Root or Tuber Development,56,40,35.0,1
8973,Loam Soil,Vegetative Growth / Root or Tuber Development,57,41,32.0,1
8974,Loam Soil,Vegetative Growth / Root or Tuber Development,58,42,29.0,1
8975,Loam Soil,Vegetative Growth / Root or Tuber Development,59,43,26.0,1
8987,Loam Soil,Vegetative Growth / Root or Tuber Development,71,33,54.0,0
8988,Loam Soil,Vegetative Growth / Root or Tuber Development,72,34,51.0,0
8989,Loam Soil,Vegetative Growth / Root or Tuber Development,73,35,48.0,0
8990,Loam Soil,Vegetative Growth / Root or Tuber Development,74,36,45.0,0
8991,Loam Soil,Vegetative Growth / Root or Tuber Development,75,37,42.0,0
8992,Loam Soil,Vegetative Growth / Root or Tuber Development,76,38,39.0,0
8993,Loam Soil,Vegetative Growth / Root or Tuber Development,77,39,36.0,0
8994,Loam Soil,Vegetative Growth / Root or Tuber Development,78,40,33.0,0
8995,Loam Soil,Vegetative Growth / Root or Tuber Development,79,41,30.0,0
8996,Loam Soil,Vegetative Growth / Root or Tuber Development,80,42,27.0,0
8997,Loam Soil,Vegetative Growth / Root or Tuber Development,81,43,24.0,0
8998,Loam Soil,Vegetative Growth / Root or Tuber Development,82,44,21.0,0
8999,Loam Soil,Vegetative Growth / Root or Tuber Development,83,45,18.0,0
9000,Loam Soil,Vegetative Growth / Root or Tuber Development,84,46,15.0,0
9001,Loam Soil,Vegetative Growth / Root or Tuber Development,85,25,76.0,0
9002,Loam Soil,Vegetative Growth / Root or Tuber Development,86,26,73.0,0
9003,Loam Soil,Vegetative Growth / Root or Tuber Development,87,27,70.0,0
9004,Loam Soil,Vegetative Growth / Root or Tuber Development,88,28,67.0,0
9005,Loam Soil,Vegetative Growth / Root or Tuber Development,89,29,64.0,0
9006,Loam Soil,Vegetative Growth / Root or Tuber Development,90,30,61.0,0
9007,Loam Soil,Vegetative Growth / Root or Tuber Development,91,31,58.0,0
9008,Loam Soil,Vegetative Growth / Root or Tuber Development,92,32,55.0,0
9009,Loam Soil,Vegetative Growth / Root or Tuber Development,93,33,52.0,0
9010,Loam Soil,Vegetative Growth / Root or Tuber Development,94,34,49.0,0
9011,Loam Soil,Vegetative Growth / Root or Tuber Development,95,35,46.0,0
9012,Loam Soil,Vegetative Growth / Root or Tuber Development,96,36,43.0,0
9013,Loam Soil,Vegetative Growth / Root or Tuber Development,97,37,40.0,0
9014,Loam Soil,Vegetative Growth / Root or Tuber Development,98,38,37.0,0
9015,Loam Soil,Vegetative Growth / Root or Tuber Development,99,39,34.0,0
9016,Loam Soil,Vegetative Growth / Root or Tuber Development,100,40,31.0,0
9017,Loam Soil,Flowering,1,25,80.0,1
9018,Loam Soil,Flowering,2,26,77.0,1
9019,Loam Soil,Flowering,3,27,74.0,1
9020,Loam Soil,Flowering,4,28,71.0,1
9021,Loam Soil,Flowering,5,29,68.0,1
9022,Loam Soil,Flowering,6,30,65.0,1
9023,Loam Soil,Flowering,7,31,62.0,1
9024,Loam Soil,Flowering,8,32,59.0,1
9025,Loam Soil,Flowering,9,33,56.0,1
9026,Loam Soil,Flowering,10,34,53.0,1
9027,Loam Soil,Flowering,11,35,50.0,1
9028,Loam Soil,Flowering,12,36,47.0,1
9029,Loam Soil,Flowering,13,37,44.0,1
9030,Loam Soil,Flowering,14,38,41.0,1
9031,Loam Soil,Flowering,15,39,38.0,1
9032,Loam Soil,Flowering,16,40,35.0,1
9033,Loam Soil,Flowering,17,41,32.0,1
9034,Loam Soil,Flowering,18,42,29.0,1
9035,Loam Soil,Flowering,19,43,26.0,1
9036,Loam Soil,Flowering,20,44,23.0,1
9037,Loam Soil,Flowering,21,45,20.0,1
9038,Loam Soil,Flowering,22,46,17.0,1
9039,Loam Soil,Flowering,23,25,78.0,1
9040,Loam Soil,Flowering,24,26,75.0,1
9041,Loam Soil,Flowering,25,27,72.0,1
9042,Loam Soil,Flowering,26,28,69.0,1
9043,Loam Soil,Flowering,27,29,66.0,1
9044,Loam Soil,Flowering,28,30,63.0,1
9045,Loam Soil,Flowering,29,31,60.0,1
9046,Loam Soil,Flowering,30,32,57.0,1
9047,Loam Soil,Flowering,31,33,54.0,1
9048,Loam Soil,Flowering,32,34,51.0,1
9049,Loam Soil,Flowering,33,35,48.0,1
9050,Loam Soil,Flowering,34,36,45.0,1
9051,Loam Soil,Flowering,35,37,42.0,1
9052,Loam Soil,Flowering,36,38,39.0,1
9053,Loam Soil,Flowering,37,39,36.0,1
9054,Loam Soil,Flowering,38,40,33.0,1
9055,Loam Soil,Flowering,39,41,30.0,1
9056,Loam Soil,Flowering,40,42,27.0,1
9057,Loam Soil,Flowering,41,43,24.0,1
9058,Loam Soil,Flowering,42,44,21.0,1
9059,Loam Soil,Flowering,43,45,18.0,1
9060,Loam Soil,Flowering,44,46,15.0,1
9061,Loam Soil,Flowering,45,25,76.0,1
9062,Loam Soil,Flowering,46,26,73.0,1
9063,Loam Soil,Flowering,47,27,70.0,1
9064,Loam Soil,Flowering,48,28,67.0,1
9065,Loam Soil,Flowering,49,29,64.0,1
9066,Loam Soil,Flowering,50,30,61.0,1
9067,Loam Soil,Flowering,51,31,58.0,1
9068,Loam Soil,Flowering,52,32,55.0,1
9069,Loam Soil,Flowering,53,33,52.0,1
9070,Loam Soil,Flowering,54,34,49.0,1
9071,Loam Soil,Flowering,55,35,46.0,1
9072,Loam Soil,Flowering,56,36,43.0,1
9073,Loam Soil,Flowering,57,37,40.0,1
9074,Loam Soil,Flowering,58,38,37.0,1
9075,Loam Soil,Flowering,59,39,34.0,1
9087,Loam Soil,Flowering,71,35,50.0,0
9088,Loam Soil,Flowering,72,36,47.0,0
9089,Loam Soil,Flowering,73,37,44.0,0
9090,Loam Soil,Flowering,74,38,41.0,0
9091,Loam Soil,Flowering,75,39,38.0,0
9092,Loam Soil,Flowering,76,40,35.0,0
9093,Loam Soil,Flowering,77,41,32.0,0
9094,Loam Soil,Flowering,78,42,29.0,0
9095,Loam Soil,Flowering,79,43,26.0,0
9096,Loam Soil,Flowering,80,44,23.0,0
9097,Loam Soil,Flowering,81,45,20.0,0
9098,Loam Soil,Flowering,82,46,17.0,0
9099,Loam Soil,Flowering,83,25,78.0,0
9100,Loam Soil,Flowering,84,26,75.0,0
9101,Loam Soil,Flowering,85,27,72.0,0
9102,Loam Soil,Flowering,86,28,69.0,0
9103,Loam Soil,Flowering,87,29,66.0,0
9104,Loam Soil,Flowering,88,30,63.0,0
9105,Loam Soil,Flowering,89,31,60.0,0
9106,Loam Soil,Flowering,90,32,57.0,0
9107,Loam Soil,Flowering,91,33,54.0,0
9108,Loam Soil,Flowering,92,34,51.0,0
9109,Loam Soil,Flowering,93,35,48.0,0
9110,Loam Soil,Flowering,94,36,45.0,0
9111,Loam Soil,Flowering,95,37,42.0,0
9112,Loam Soil,Flowering,96,38,39.0,0
9113,Loam Soil,Flowering,97,39,36.0,0
9114,Loam Soil,Flowering,98,40,33.0,0
9115,Loam Soil,Flowering,99,41,30.0,0
9116,Loam Soil,Flowering,100,42,27.0,0
9117,Loam Soil,Pollination,1,43,24.0,1
9118,Loam Soil,Pollination,2,44,21.0,1
9119,Loam Soil,Pollination,3,45,18.0,1
9120,Loam Soil,Pollination,4,46,15.0,1
9121,Loam Soil,Pollination,5,25,76.0,1
9122,Loam Soil,Pollination,6,26,73.0,1
9123,Loam Soil,Pollination,7,27,70.0,1
9124,Loam Soil,Pollination,8,28,67.0,1
9125,Loam Soil,Pollination,9,29,64.0,1
9126,Loam Soil,Pollination,10,30,61.0,1
9127,Loam Soil,Pollination,11,31,58.0,1
9128,Loam Soil,Pollination,12,32,55.0,1
9129,Loam Soil,Pollination,13,33,52.0,1
9130,Loam Soil,Pollination,14,34,49.0,1
9131,Loam Soil,Pollination,15,35,46.0,1
9132,Loam Soil,Pollination,16,36,43.0,1
9133,Loam Soil,Pollination,17,37,40.0,1
9134,Loam Soil,Pollination,18,38,37.0,1
9135,Loam Soil,Pollination,19,39,34.0,1
9136,Loam Soil,Pollination,20,40,31.0,1
9137,Loam Soil,Pollination,21,25,80.0,1
9138,Loam Soil,Pollination,22,26,77.0,1
9139,Loam Soil,Pollination,23,27,74.0,1
9140,Loam Soil,Pollination,24,28,71.0,1
9141,Loam Soil,Pollination,25,29,68.0,1
9142,Loam Soil,Pollination,26,30,65.0,1
9143,Loam Soil,Pollination,27,31,62.0,1
9144,Loam Soil,Pollination,28,32,59.0,1
9145,Loam Soil,Pollination,29,33,56.0,1
9146,Loam Soil,Pollination,30,34,53.0,1
9147,Loam Soil,Pollination,31,35,50.0,1
9148,Loam Soil,Pollination,32,36,47.0,1
9149,Loam Soil,Pollination,33,37,44.0,1
9150,Loam Soil,Pollination,34,38,41.0,1
9151,Loam Soil,Pollination,35,39,38.0,1
9152,Loam Soil,Pollination,36,40,35.0,1
9153,Loam Soil,Pollination,37,41,32.0,1
9154,Loam Soil,Pollination,38,42,29.0,1
9155,Loam Soil,Pollination,39,43,26.0,1
9156,Loam Soil,Pollination,40,44,23.0,1
9157,Loam Soil,Pollination,41,45,20.0,1
9158,Loam Soil,Pollination,42,46,17.0,1
9159,Loam Soil,Pollination,43,25,78.0,1
9160,Loam Soil,Pollination,44,26,75.0,1
9161,Loam Soil,Pollination,45,27,72.0,1
9162,Loam Soil,Pollination,46,28,69.0,1
9163,Loam Soil,Pollination,47,29,66.0,1
9164,Loam Soil,Pollination,48,30,63.0,1
9165,Loam Soil,Pollination,49,31,60.0,1
9177,Loam Soil,Pollination,61,43,24.0,0
9178,Loam Soil,Pollination,62,44,21.0,0
9179,Loam Soil,Pollination,63,45,18.0,0
9180,Loam Soil,Pollination,64,46,15.0,0
9181,Loam Soil,Pollination,65,25,76.0,0
9182,Loam Soil,Pollination,66,26,73.0,0
9183,Loam Soil,Pollination,67,27,70.0,0
9184,Loam Soil,Pollination,68,28,67.0,0
9185,Loam Soil,Pollination,69,29,64.0,0
9186,Loam Soil,Pollination,70,30,61.0,0
9187,Loam Soil,Pollination,71,31,58.0,0
9188,Loam Soil,Pollination,72,32,55.0,0
9189,Loam Soil,Pollination,73,33,52.0,0
9190,Loam Soil,Pollination,74,34,49.0,0
9191,Loam Soil,Pollination,75,35,46.0,0
9192,Loam Soil,Pollination,76,36,43.0,0
9193,Loam Soil,Pollination,77,37,40.0,0
9194,Loam Soil,Pollination,78,38,37.0,0
9195,Loam Soil,Pollination,79,39,34.0,0
9196,Loam Soil,Pollination,80,40,31.0,0
9197,Loam Soil,Pollination,81,25,80.0,0
9198,Loam Soil,Pollination,82,26,77.0,0
9199,Loam Soil,Pollination,83,27,74.0,0
9200,Loam Soil,Pollination,84,28,71.0,0
9201,Loam Soil,Pollination,85,29,68.0,0
9202,Loam Soil,Pollination,86,30,65.0,0
9203,Loam Soil,Pollination,87,31,62.0,0
9204,Loam Soil,Pollination,88,32,59.0,0
9205,Loam Soil,Pollination,89,33,56.0,0
9206,Loam Soil,Pollination,90,34,53.0,0
9207,Loam Soil,Pollination,91,35,50.0,0
9208,Loam Soil,Pollination,92,36,47.0,0
9209,Loam Soil,Pollination,93,37,44.0,0
9210,Loam Soil,Pollination,94,38,41.0,0
9211,Loam Soil,Pollination,95,39,38.0,0
9212,Loam Soil,Pollination,96,40,35.0,0
9213,Loam Soil,Pollination,97,41,32.0,0
9214,Loam Soil,Pollination,98,42,29.0,0
9215,Loam Soil,Pollination,99,43,26.0,0
9216,Loam Soil,Pollination,100,44,23.0,0
9217,Sandy Soil,Germination,1,45,20.0,1
9218,Sandy Soil,Germination,2,46,17.0,1
9219,Sandy Soil,Germination,3,25,78.0,1
9220,Sandy Soil,Germination,4,26,75.0,1
9221,Sandy Soil,Germination,5,27,72.0,1
9222,Sandy Soil,Germination,6,28,69.0,1
9223,Sandy Soil,Germination,7,29,66.0,1
9224,Sandy Soil,Germination,8,30,63.0,1
9225,Sandy Soil,Germination,9,31,60.0,1
9226,Sandy Soil,Germination,10,32,57.0,1
9227,Sandy Soil,Germination,11,33,54.0,1
9228,Sandy Soil,Germination,12,34,51.0,1
9229,Sandy Soil,Germination,13,35,48.0,1
9230,Sandy Soil,Germination,14,36,45.0,1
9231,Sandy Soil,Germination,15,37,42.0,1
9232,Sandy Soil,Germination,16,38,39.0,1
9233,Sandy Soil,Germination,17,39,36.0,1
9234,Sandy Soil,Germination,18,40,33.0,1
9235,Sandy Soil,Germination,19,41,30.0,1
9236,Sandy Soil,Germination,20,42,27.0,1
9237,Sandy Soil,Germination,21,43,24.0,1
9238,Sandy Soil,Germination,22,44,21.0,1
9239,Sandy Soil,Germination,23,45,18.0,1
9240,Sandy Soil,Germination,24,46,15.0,1
9241,Sandy Soil,Germination,25,25,76.0,1
9242,Sandy Soil,Germination,26,26,73.0,1
9243,Sandy Soil,Germination,27,27,70.0,1
9244,Sandy Soil,Germination,28,28,67.0,1
9245,Sandy Soil,Germination,29,29,64.0,1
9246,Sandy Soil,Germination,30,30,61.0,1
9247,Sandy Soil,Germination,31,31,58.0,1
9248,Sandy Soil,Germination,32,32,55.0,1
9249,Sandy Soil,Germination,33,33,52.0,1
9250,Sandy Soil,Germination,34,34,49.0,1
9251,Sandy Soil,Germination,35,35,46.0,1
9252,Sandy Soil,Germination,36,36,43.0,1
9253,Sandy Soil,Germination,37,37,40.0,1
9254,Sandy Soil,Germination,38,38,37.0,1
9255,Sandy Soil,Germination,39,39,34.0,1
9256,Sandy Soil,Germination,40,40,31.0,1
9257,Sandy Soil,Germination,41,25,80.0,1
9258,Sandy Soil,Germination,42,26,77.0,1
9259,Sandy Soil,Germination,43,27,74.0,1
9260,Sandy Soil,Germination,44,28,71.0,1
9261,Sandy Soil,Germination,45,29,68.0,1
9262,Sandy Soil,Germination,46,30,65.0,1
9263,Sandy Soil,Germination,47,31,62.0,1
9264,Sandy Soil,Germination,48,32,59.0,1
9265,Sandy Soil,Germination,49,33,56.0,1
9266,Sandy Soil,Germination,50,34,53.0,1
9267,Sandy Soil,Germination,51,35,50.0,1
9268,Sandy Soil,Germination,52,36,47.0,1
9269,Sandy Soil,Germination,53,37,44.0,1
9270,Sandy Soil,Germination,54,38,41.0,1
9271,Sandy Soil,Germination,55,39,38.0,1
9272,Sandy Soil,Germination,56,40,35.0,1
9273,Sandy Soil,Germination,57,41,32.0,1
9274,Sandy Soil,Germination,58,42,29.0,1
9275,Sandy Soil,Germination,59,43,26.0,1
9276,Sandy Soil,Germination,60,44,23.0,1
9277,Sandy Soil,Germination,61,45,20.0,1
9278,Sandy Soil,Germination,62,46,17.0,1
9279,Sandy Soil,Germination,63,25,78.0,1
9280,Sandy Soil,Germination,64,26,75.0,1
9281,Sandy Soil,Germination,65,27,72.0,1
9282,Sandy Soil,Germination,66,28,69.0,1
9283,Sandy Soil,Germination,67,29,66.0,1
9284,Sandy Soil,Germination,68,30,63.0,1
9285,Sandy Soil,Germination,69,31,60.0,1
9286,Sandy Soil,Germination,70,32,57.0,1
9287,Sandy Soil,Germination,71,33,54.0,1
9288,Sandy Soil,Germination,72,34,51.0,1
9289,Sandy Soil,Germination,73,35,48.0,1
9290,Sandy Soil,Germination,74,36,45.0,1
9291,Sandy Soil,Germination,75,37,42.0,1
9292,Sandy Soil,Germination,76,38,39.0,1
9293,Sandy Soil,Germination,77,39,36.0,1
9294,Sandy Soil,Germination,78,40,33.0,1
9295,Sandy Soil,Germination,79,41,30.0,1
9307,Sandy Soil,Germination,91,31,58.0,0
9308,Sandy Soil,Germination,92,32,55.0,0
9309,Sandy Soil,Germination,93,33,52.0,0
9310,Sandy Soil,Germination,94,34,49.0,0
9311,Sandy Soil,Germination,95,35,46.0,0
9312,Sandy Soil,Germination,96,36,43.0,0
9313,Sandy Soil,Germination,97,37,40.0,0
9314,Sandy Soil,Germination,98,38,37.0,0
9315,Sandy Soil,Germination,99,39,34.0,0
9316,Sandy Soil,Germination,100,40,31.0,0
9317,Sandy Soil,Seedling Stage,1,25,80.0,1
9318,Sandy Soil,Seedling Stage,2,26,77.0,1
9319,Sandy Soil,Seedling Stage,3,27,74.0,1
9320,Sandy Soil,Seedling Stage,4,28,71.0,1
9321,Sandy Soil,Seedling Stage,5,29,68.0,1
9322,Sandy Soil,Seedling Stage,6,30,65.0,1
9323,Sandy Soil,Seedling Stage,7,31,62.0,1
9324,Sandy Soil,Seedling Stage,8,32,59.0,1
9325,Sandy Soil,Seedling Stage,9,33,56.0,1
9326,Sandy Soil,Seedling Stage,10,34,53.0,1
9327,Sandy Soil,Seedling Stage,11,35,50.0,1
9328,Sandy Soil,Seedling Stage,12,36,47.0,1
9329,Sandy Soil,Seedling Stage,13,37,44.0,1
9330,Sandy Soil,Seedling Stage,14,38,41.0,1
9331,Sandy Soil,Seedling Stage,15,39,38.0,1
9332,Sandy Soil,Seedling Stage,16,40,35.0,1
9333,Sandy Soil,Seedling Stage,17,41,32.0,1
9334,Sandy Soil,Seedling Stage,18,42,29.0,1
9335,Sandy Soil,Seedling Stage,19,43,26.0,1
9336,Sandy Soil,Seedling Stage,20,44,23.0,1
9337,Sandy Soil,Seedling Stage,21,45,20.0,1
9338,Sandy Soil,Seedling Stage,22,46,17.0,1
9339,Sandy Soil,Seedling Stage,23,25,78.0,1
9340,Sandy Soil,Seedling Stage,24,26,75.0,1
9341,Sandy Soil,Seedling Stage,25,27,72.0,1
9342,Sandy Soil,Seedling Stage,26,28,69.0,1
9343,Sandy Soil,Seedling Stage,27,29,66.0,1
9344,Sandy Soil,Seedling Stage,28,30,63.0,1
9345,Sandy Soil,Seedling Stage,29,31,60.0,1
9346,Sandy Soil,Seedling Stage,30,32,57.0,1
9347,Sandy Soil,Seedling Stage,31,33,54.0,1
9348,Sandy Soil,Seedling Stage,32,34,51.0,1
9349,Sandy Soil,Seedling Stage,33,35,48.0,1
9350,Sandy Soil,Seedling Stage,34,36,45.0,1
9351,Sandy Soil,Seedling Stage,35,37,42.0,1
9352,Sandy Soil,Seedling Stage,36,38,39.0,1
9353,Sandy Soil,Seedling Stage,37,39,36.0,1
9354,Sandy Soil,Seedling Stage,38,40,33.0,1
9355,Sandy Soil,Seedling Stage,39,41,30.0,1
9356,Sandy Soil,Seedling Stage,40,42,27.0,1
9357,Sandy Soil,Seedling Stage,41,43,24.0,1
9358,Sandy Soil,Seedling Stage,42,44,21.0,1
9359,Sandy Soil,Seedling Stage,43,45,18.0,1
9360,Sandy Soil,Seedling Stage,44,46,15.0,1
9361,Sandy Soil,Seedling Stage,45,25,76.0,1
9362,Sandy Soil,Seedling Stage,46,26,73.0,1
9363,Sandy Soil,Seedling Stage,47,27,70.0,1
9364,Sandy Soil,Seedling Stage,48,28,67.0,1
9365,Sandy Soil,Seedling Stage,49,29,64.0,1
9366,Sandy Soil,Seedling Stage,50,30,61.0,1
9367,Sandy Soil,Seedling Stage,51,31,58.0,1
9368,Sandy Soil,Seedling Stage,52,32,55.0,1
9369,Sandy Soil,Seedling Stage,53,33,52.0,1
9370,Sandy Soil,Seedling Stage,54,34,49.0,1
9371,Sandy Soil,Seedling Stage,55,35,46.0,1
9372,Sandy Soil,Seedling Stage,56,36,43.0,1
9373,Sandy Soil,Seedling Stage,57,37,40.0,1
9374,Sandy Soil,Seedling Stage,58,38,37.0,1
9375,Sandy Soil,Seedling Stage,59,39,34.0,1
9376,Sandy Soil,Seedling Stage,60,40,31.0,1
9377,Sandy Soil,Seedling Stage,61,25,80.0,1
9378,Sandy Soil,Seedling Stage,62,26,77.0,1
9379,Sandy Soil,Seedling Stage,63,27,74.0,1
9380,Sandy Soil,Seedling Stage,64,28,71.0,1
9381,Sandy Soil,Seedling Stage,65,29,68.0,1
9382,Sandy Soil,Seedling Stage,66,30,65.0,1
9383,Sandy Soil,Seedling Stage,67,31,62.0,1
9384,Sandy Soil,Seedling Stage,68,32,59.0,1
9385,Sandy Soil,Seedling Stage,69,33,56.0,1
9397,Sandy Soil,Seedling Stage,81,45,20.0,0
9398,Sandy Soil,Seedling Stage,82,46,17.0,0
9399,Sandy Soil,Seedling Stage,83,25,78.0,0
9400,Sandy Soil,Seedling Stage,84,26,75.0,0
9401,Sandy Soil,Seedling Stage,85,27,72.0,0
9402,Sandy Soil,Seedling Stage,86,28,69.0,0
9403,Sandy Soil,Seedling Stage,87,29,66.0,0
9404,Sandy Soil,Seedling Stage,88,30,63.0,0
9405,Sandy Soil,Seedling Stage,89,31,60.0,0
9406,Sandy Soil,Seedling Stage,90,32,57.0,0
9407,Sandy Soil,Seedling Stage,91,33,54.0,0
9408,Sandy Soil,Seedling Stage,92,34,51.0,0
9409,Sandy Soil,Seedling Stage,93,35,48.0,0
9410,Sandy Soil,Seedling Stage,94,36,45.0,0
9411,Sandy Soil,Seedling Stage,95,37,42.0,0
9412,Sandy Soil,Seedling Stage,96,38,39.0,0
9413,Sandy Soil,Seedling Stage,97,39,36.0,0
9414,Sandy Soil,Seedling Stage,98,40,33.0,0
9415,Sandy Soil,Seedling Stage,99,41,30.0,0
9416,Sandy Soil,Seedling Stage,100,42,27.0,0
9417,Sandy Soil,Vegetative Growth / Root or Tuber Development,1,43,24.0,1
